,EN,FR
10124,Did he go there?,Est-il allé là-bas ?
10125,Did he go there?,Est-il allé là?
10126,Did he go there?,S'y est-il rendu ?
10127,Did he go there?,Y est-il allé ?
10128,Did he say that?,Est-ce qu'il a dit ça ?
10129,Did she like it?,Est-ce qu'elle a aimé ?
10130,Did she like it?,Elle a aimé ?
10131,Did someone die?,Quelqu'un est-il mort ?
10132,Did you do this?,As-tu fait ceci ?
10133,Did you do this?,Avez-vous fait ceci ?
10134,Did you drop it?,L'as-tu laissé tomber ?
10135,Did you drop it?,L'avez-vous laissé tomber ?
10136,Did you drop it?,L'as-tu abandonné ?
10137,Did you drop it?,L'avez-vous abandonné ?
10138,Did you drop it?,L'as-tu débarqué ?
10139,Did you drop it?,L'avez-vous débarqué ?
10140,Did you hear it?,L'as-tu entendu ?
10141,Did you hear it?,L'avez-vous entendu ?
10142,Did you like it?,L'as-tu aimé ?
10143,Did you like it?,L'as-tu aimée ?
10144,Did you like it?,L'avez-vous aimé ?
10145,Did you like it?,L'avez-vous aimée ?
10146,Did you miss me?,Je t'ai manqué ?
10147,Did you miss me?,T'ai-je manqué ?
10148,Did you miss me?,Vous ai-je manqué ?
10149,Did you need me?,Avais-tu besoin de moi ?
10150,Did you need me?,Aviez-vous besoin de moi ?
10151,Did you say yes?,Avez-vous dit oui ?
10152,Did you take it?,L'as-tu pris ?
10153,Did you take it?,L'avez-vous pris ?
10154,Dig a deep hole.,Creuse un trou profond.
10155,Dinner is on me.,Le dîner est pour moi.
10156,Dinner is ready.,Le dîner est prêt.
10157,Dinner's at six.,Le dîner est à six heures.
10158,Do I have to go?,Dois-je y aller ?
10159,Do I look tired?,Ai-je l'air fatigué ?
10160,Do I look tired?,Ai-je l'air fatiguée ?
10161,Do it right now.,Faites-le immédiatement.
10162,Do we have rice?,Avons-nous du riz ?
10163,Do we have time?,Avons-nous le temps ?
10164,Do what he says.,Fais ce qu'il dit !
10165,Do what he says.,Faites ce qu'il dit !
10166,Do what you can.,Fais ce que tu peux.
10167,Do you disagree?,N'es-tu pas d'accord ?
10168,Do you disagree?,N'êtes-vous pas d'accord ?
10169,Do you eat fish?,Manges-tu du poisson ?
10170,Do you eat fish?,Mangez-vous du poisson ?
10171,Do you eat fish?,Est-ce que tu manges du poisson?
10172,Do you eat meat?,Manges-tu de la viande ?
10173,Do you eat meat?,Mangez-vous de la viande ?
10174,Do you go often?,Tu y vas souvent ?
10175,Do you go often?,Vous y allez souvent ?
10176,Do you have one?,En as-tu un ?
10177,Do you have one?,En avez-vous un ?
10178,Do you know CPR?,Connais-tu le massage cardiaque ?
10179,Do you know CPR?,Connaissez-vous le massage cardiaque ?
10180,Do you know Tom?,Vous connaissez Tom ?
10181,Do you know Tom?,Connais-tu Tom ?
10182,Do you know her?,La connaissez-vous ?
10183,Do you know her?,La connais-tu ?
10184,Do you know him?,Vous le connaissez ?
10185,Do you know him?,Le connaissez-vous ?
10186,Do you know why?,Sais-tu pourquoi ?
10187,Do you know why?,Savez-vous pourquoi ?
10188,Do you know why?,Est-ce que tu sais pourquoi ?
10189,Do you know why?,Est-ce que vous savez pourquoi ?
10190,Do you like rap?,Tu aimes le rap ?
10191,Do you love Tom?,Est-ce que tu aimes Tom ?
10192,Do you love Tom?,Êtes-vous amoureuse de Tom ?
10193,Do you remember?,Te rappelles-tu ?
10194,Do you remember?,Tu te souviens ?
10195,Do you remember?,Vous vous souvenez ?
10196,Do you remember?,Vous rappelez-vous ?
10197,Do you remember?,Est-ce que vous vous souvenez ?
10198,Do you see that?,Vois-tu ça ?
10199,Do you see them?,"Tu les vois, toi ?"
10200,Do you think so?,Penses-tu la même chose ?
10201,Do you think so?,Le pensez-vous ?
10202,Do you think so?,Le penses-tu ?
10203,Do you trust me?,Me fais-tu confiance ?
10204,Do you trust me?,Te fies-tu à moi ?
10205,Do you trust me?,Me faites-vous confiance ?
10206,Do you trust me?,Vous fiez-vous à moi ?
10207,Do you want any?,En voudrais-tu ?
10208,Do you want him?,Avez-vous besoin de lui ?
10209,Do your own job.,Fais ton propre travail !
10210,Do your own job.,Faites votre propre travail !
10211,Does he like me?,M'apprécie-t-il ?
10212,Does that count?,Est-ce que ça compte ?
10213,Don't apologize.,Ne t'excuse pas.
10214,Don't attack me.,Ne m'attaque pas !
10215,Don't attack me.,Ne m'attaquez pas !
10216,Don't back away.,Ne cède pas !
10217,Don't back away.,Ne cédez pas !
10218,Don't back away.,Ne recule pas !
10219,Don't back away.,Ne reculez pas !
10220,Don't be afraid.,N'aie pas peur.
10221,Don't be afraid.,N'ayez pas peur.
10222,Don't be afraid.,N'aie pas peur !
10223,Don't be afraid.,N'ayez pas peur !
10224,Don't be scared.,N'aie pas peur.
10225,Don't be scared.,N'ayez pas peur.
10226,Don't be so shy.,Ne sois pas si timide !
10227,Don't be so shy.,Ne soyez pas si timide !
10228,Don't be so shy.,Ne soyez pas si timides !
10229,Don't be stupid.,Ne sois pas stupide.
10230,Don't cheat him.,Ne le trompe pas.
10231,Don't come here.,Ne viens pas ici !
10232,Don't come here.,Ne venez pas ici !
10233,Don't die on me.,Ne me claque pas dans les pattes !
10234,Don't follow me.,Ne me suis pas !
10235,Don't follow me.,Ne me suivez pas !
10236,Don't forget us.,Ne nous oublie pas.
10237,Don't forget us.,Ne nous oubliez pas.
10238,Don't freak out.,Ne flipe pas !
10239,Don't get angry.,Ne te fâche pas.
10240,Don't interfere.,Ne t'en mêle pas !
10241,Don't interfere.,Ne vous en mêlez pas !
10242,Don't interrupt.,N'interrompez pas !
10243,Don't interrupt.,N'interromps pas !
10244,Don't lie to me.,Ne me mens pas !
10245,Don't lie to me.,Ne me mens pas.
10246,Don't lie to us.,Ne nous mens pas.
10247,Don't look away.,Ne regarde pas ailleurs.
10248,Don't look back.,Ne regarde pas derrière toi.
10249,Don't lose hope.,Ne perdez pas espoir.
10250,Don't lose hope.,Ne perds pas espoir.
10251,Don't overdo it.,N'en fais pas trop.
10252,Don't play dumb!,Ne fais pas l'imbécile.
10253,Don't remind me.,Ne me le rappelle pas !
10254,Don't remind me.,Ne me le rappelez pas !
10255,Don't resist us.,Ne nous résiste pas !
10256,Don't resist us.,Ne nous résistez pas !
10257,Don't rub it in.,Ne le serine pas !
10258,Don't rub it in.,Ne le serinez pas !
10259,Don't run risks.,Ne cours pas de risques.
10260,Don't run risks.,Ne courez pas de risques.
10261,Don't stay here.,Ne reste pas ici !
10262,Don't stay here.,Ne restez pas ici !
10263,Don't trust him.,Ne lui faites pas confiance.
10264,Don't trust him.,Ne lui fais pas confiance.
10265,Don't you agree?,N'êtes-vous pas d'accord ?
10266,Draw me a sheep.,Dessine-moi un mouton...
10267,Drink something.,Bois quelque chose.
10268,Drink your milk.,Bois ton lait.
10269,Drive carefully.,Conduis prudemment.
10270,Drive carefully.,Conduis avec prudence.
10271,Empty your bags.,Videz vos sacs.
10272,Enjoy your food.,Bon appétit !
10273,Enjoy your meal!,Bon appétit !
10274,Enjoy your meal.,Faites un agréable repas !
10275,Enjoy your stay.,Faites un agréable séjour !
10276,Enjoy your trip.,Faites un bon voyage !
10277,Everybody knows.,Tout le monde le sait.
10278,Everyone agreed.,Tout le monde fut d'accord.
10279,Everyone agreed.,Tout le monde a été d'accord.
10280,Everyone agrees.,Tout le monde est d'accord.
10281,Everyone did it.,Tout le monde le fit.
10282,Everyone did it.,Tout le monde l'a fait.
10283,Everyone dreams.,Tout le monde rêve.
10284,Everyone looked.,Tout le monde regarda.
10285,Everyone prayed.,Tout le monde a prié.
10286,Everyone prayed.,Tout le monde pria.
10287,Everyone saw it.,Tout le monde l'a vu.
10288,Everyone saw it.,Tout le monde le vit.
10289,Everyone smiled.,Tout le monde a souri.
10290,Everyone smiled.,Tout le monde sourit.
10291,Everyone waited.,Tout le monde attendit.
10292,Everyone waited.,Tout le monde a attendu.
10293,Everyone was OK.,Tout le monde était sain et sauf.
10294,Everyone's dead.,Tout le monde est mort.
10295,Everyone's fine.,Tout le monde va bien.
10296,Expect no mercy.,N'espérez aucune pitié !
10297,Expect no mercy.,N'espère aucune pitié !
10298,Expect no mercy.,Ne t'attends à aucune pitié !
10299,Expect no mercy.,Ne vous attendez à aucune pitié !
10300,Fasten the gate.,Attachez la grille s'il vous plait.
10301,Fetch me my hat.,Ramène-moi mon chapeau.
10302,Find a solution.,Trouve une solution !
10303,Find a solution.,Trouvez une solution !
10304,Find me a glass.,Trouve-moi un verre.
10305,Find me a glass.,Trouvez-moi un verre.
10306,Fold up the map.,Repliez la carte.
10307,Follow that car.,Suivez cette voiture.
10308,Follow that car.,Suis cette voiture.
10309,Follow that car.,Suivez cette voiture !
10310,Get in the boat.,Monte dans le bateau !
10311,Get in the boat.,Montez dans le bateau !
10312,Get in the boat.,Grimpe dans le bateau !
10313,Get in the boat.,Grimpez dans le bateau !
10314,Get me a lawyer.,Trouve-moi un avocat !
10315,Get off my back!,Lâche-moi !
10316,Get off my back!,Lâchez-moi !
10317,Get out of here.,Sors d'ici !
10318,Get out of here.,Sortez d'ici !
10319,Get rid of them.,Débarrassez-vous d'elles !
10320,Get rid of them.,Débarrassez-vous d'eux !
10321,Get there early.,Arrivez-y tôt !
10322,Get there early.,Arrives-y tôt !
10323,Get your mother.,Va chercher ta mère !
10324,Get your mother.,Allez chercher votre mère!
10325,Girls are crazy.,Les filles sont folles.
10326,Girls are crazy.,Les filles sont dingues.
10327,Girls are crazy.,Les filles sont bargeots.
10328,Girls are crazy.,Les filles sont givrées.
10329,Give Tom a call.,Appelle Tom.
10330,Give Tom a call.,Appelez Tom.
10331,Give her a doll.,Donne-lui une poupée !
10332,Give her a doll.,Donnez-lui une poupée !
10333,Give it to them.,Donne-le-leur.
10334,Give it to them.,Donne-la-leur.
10335,Give me a break.,Lâche-moi !
10336,Give me a break.,Fous-moi la paix.
10337,Give me a break.,Fichez-moi la paix.
10338,Give me a break.,Lâche-moi !
10339,Give me a break.,Lâchez-moi !
10340,Give me a drink.,Donnez-moi quelque chose à boire !
10341,Give me a drink.,Donne-moi quelque chose à boire !
10342,Give me a towel.,Donne-moi une serviette.
10343,Give me a towel.,Donnez-moi une serviette.
10344,Give me an hour.,Donne-moi une heure.
10345,Give me the key.,Donnez-moi la clé.
10346,Give them to me.,Donnez-les-moi !
10347,Give them to me.,Donne-les-moi !
10348,Go back to work.,Retourne au travail !
10349,Go back to work.,Retournez au travail !
10350,Go grab a drink.,Va attraper un verre !
10351,Go grab a drink.,Va t'attraper quelque chose à boire !
10352,Go grab a drink.,Allez vous attraper quelque chose à boire !
10353,Go grab a drink.,Allez attraper un verre !
10354,Go home quickly.,Rentre vite à la maison.
10355,Go home quickly.,Va vite à la maison !
10356,Go make popcorn.,Va faire du pop-corn.
10357,Go make popcorn.,Allez faire du pop-corn.
10358,Go see a doctor.,Va voir un médecin !
10359,Go see a doctor.,Allez voir un médecin !
10360,Go to the store.,Va au magasin !
10361,Go to the store.,Allez au magasin !
10362,Go to the store.,Rends-toi au magasin !
10363,Go to the store.,Rendez-vous au magasin !
10364,Go to your room.,Va dans ta chambre !
10365,Go to your room.,Allez dans votre chambre !
10366,Go wait outside.,Va attendre dehors.
10367,God sent a sign.,Dieu envoya un signe.
10368,God sent a sign.,Dieu envoya un écriteau.
10369,God sent a sign.,Dieu envoya une pancarte.
10370,God sent a sign.,Dieu envoya un panneau.
10371,God sent a sign.,Dieu a envoyé un écriteau.
10372,God sent a sign.,Dieu a envoyé un signe.
10373,God sent a sign.,Dieu a envoyé une pancarte.
10374,Grab the bottom.,Attrape le bas.
10375,"Great, isn't it?",Formidable! Pas vrai?
10376,Green suits you.,Le vert te va bien.
10377,Green suits you.,Le vert vous sied bien.
10378,Guys are stupid.,Les mecs sont stupides.
10379,Hand me a towel.,Passe-moi une serviette.
10380,Hand me a towel.,Passez-moi une serviette.
10381,Has he come yet?,Est-il venu ?
10382,Have a good day.,Passez une bonne journée.
10383,Have a nice day!,Bonne journée !
10384,Have a nice day.,Bonne journée !
10385,Have a nice day.,Passe une bonne journée.
10386,Have a nice day.,Je vous souhaite le bonjour !
10387,Have a nice day.,Passe une bonne journée !
10388,Have pity on us!,Ayez pitié de nous !
10389,He acts quickly.,Il agit rapidement.
10390,He began to cry.,Il s'est mis à pleurer.
10391,He began to cry.,Il se mit à pleurer.
10392,He began to run.,Il a commencé à courir.
10393,He began to run.,Il commença à courir.
10394,He betrayed you.,Il vous trahissait.
10395,He betrayed you.,Il vous a trahie.
10396,He betrayed you.,Il t'a trahi.
10397,He betrayed you.,Il t'a trahie.
10398,He betrayed you.,Il vous a trahi.
10399,He bought a car.,Il acheta une voiture.
10400,He bought a hat.,Il a acheté un chapeau.
10401,He came running.,Il vint en courant.
10402,He came running.,Il est venu en courant.
10403,He can run fast.,Il est capable de courir vite.
10404,He can't be ill.,Il ne se peut pas qu'il soit malade.
10405,He did his best.,Il a fait de son mieux.
10406,He did it again.,Il l'a fait à nouveau.
10407,He did it again.,Il l'a fait de nouveau.
10408,He did it again.,Il a recommencé.
10409,He does it fast.,Il le fait rapidement.
10410,He drank a beer.,Il but une bière.
10411,He drank a beer.,Il a bu une bière.
10412,He drinks a lot.,Il boit beaucoup.
10413,He gave up hope.,Il abandonna tout espoir.
10414,He gave up hope.,Il a abandonné tout espoir.
10415,He got into bed.,Il se mit au lit.
10416,He got the ball.,Il a le ballon.
10417,He got very mad.,Il s'est mis très en colère.
10418,He had ambition.,Il avait de l'ambition.
10419,He had no money.,Il n'avait pas d'argent.
10420,He hardly works.,Il travaille à peine.
10421,He hardly works.,Il ne travaille guère.
10422,He has a Toyota.,Il a une Toyota.
10423,He has a camera.,Il a un appareil photo.
10424,He has a camera.,Il dispose d'un appareil photo.
10425,He has a hat on.,Il porte un chapeau.
10426,He has a racket.,Il dispose d'une raquette.
10427,He has gone mad.,Il est devenu fou.
10428,He has gone out.,Il est sorti.
10429,He has no money.,Il n'a pas d'argent.
10430,He has ten cows.,Il possède dix vaches.
10431,He has two cars.,Il a deux voitures.
10432,He has two cars.,Il détient deux voitures.
10433,He has two cats.,Il a deux chats.
10434,He has two dogs.,Il a deux chiens.
10435,He hit me twice.,Il m'a frappée par deux fois.
10436,He intrigues me.,Il m'intrigue.
10437,He is a bad boy.,C'est un mauvais garçon.
10438,He is a dreamer.,Il est rêveur.
10439,He is a painter.,Il est peintre.
10440,He is a painter.,C'est un peintre.
10441,He is a psychic.,Il est médium.
10442,He is a psychic.,C'est un voyant.
10443,He is a student.,C'est un étudiant.
10444,He is a student.,Il est étudiant.
10445,He is a teacher.,Il est enseignant.
10446,He is a teacher.,Il est instituteur.
10447,He is depressed.,Il est déprimé.
10448,He is off today.,"Il est en congé, aujourd'hui."
10449,He is unmarried.,Il n'est pas marié.
10450,He is unmarried.,Il est célibataire.
10451,He is very tall.,Il est fort grand.
10452,He is well paid.,Il est bien payé.
10453,He just arrived.,Il vient d'arriver.
10454,He kept talking.,Il continuait à parler.
10455,He likes soccer.,Il aime le foot.
10456,He likes sweets.,Il aime les sucreries.
10457,He likes to run.,Il aime courir.
10458,He looks gloomy.,Il a l'air sombre.
10459,He looks strong.,Il semble fort.
10460,He lost his job.,Il perdit son travail.
10461,He lost his job.,Il a perdu son travail.
10462,He lost his job.,Il perdit son emploi.
10463,He loves coffee.,Il adore le café.
10464,He loves soccer.,Il adore le football.
10465,He loves soccer.,Il adore le foot.
10466,He loves trains.,Il adore les trains.
10467,He made a robot.,Il a fait un robot.
10468,He made her cry.,Il l'a fait pleurer.
10469,He made her cry.,Il la fit pleurer.
10470,He made me sing.,Il m'a fait chanter.
10471,He may be there.,Peut-être s'y trouve-t-il.
10472,He may not come.,Il pourrait ne pas venir.
10473,He mentioned it.,Il le mentionna.
10474,He mentioned it.,Il l'a mentionné.
10475,He mentioned it.,Il la mentionna.
10476,He mentioned it.,Il l'a mentionnée.
10477,He missed class.,Il a manqué la classe.
10478,He never laughs.,Il ne rit jamais.
10479,He plays soccer.,Il joue au football.
10480,He puts on airs.,Il prend des airs.
10481,He said nothing.,Il ne dit rien.
10482,He said nothing.,Il n'a rien dit.
10483,He sang off key.,Il a chanté faux.
10484,He saved us all.,Il nous a tous sauvés.
10485,He saved us all.,Il nous a toutes sauvées.
10486,He saved us all.,Il nous sauva tous.
10487,He saved us all.,Il nous sauva toutes.
10488,He saw the girl.,Il a vu la fille.
10489,He saw the girl.,Il vit la fille.
10490,He seems honest.,Il semble être honnête.
10491,He sells whisky.,Il vend du whisky.
10492,He sounds angry.,Il a l'air en colère.
10493,He stared at me.,Il me fixa.
10494,He studied hard.,Il étudiait avec application.
10495,He studied hard.,Il étudia avec application.
10496,He swindled her.,Il l'a escroquée.
10497,He was cheating.,Il était en train de tricher.
10498,He was outraged.,Il était indigné.
10499,He was outraged.,Il était outré.
10500,He was speaking.,Il parlait.
10501,He was speaking.,Il était en train de parler.
10502,He was standing.,Il se tenait debout.
10503,He was very fun.,Il était très amusant.
10504,He was very fun.,Il était fort amusant.
10505,He was very old.,Il était fort vieux.
10506,He went surfing.,Il est allé faire du surf.
10507,He will also go.,Il ira aussi.
10508,He will also go.,Il ira également.
10509,He will survive.,Il survivra.
10510,He wore glasses.,Il portait des lunettes.
10511,He writes books.,Il écrit des livres.
10512,He's a bad liar.,Il ment mal.
10513,He's a comedian.,Il est comédien.
10514,He's a frat boy.,Il est membre d'une fraternité étudiante.
10515,He's a freshman.,C'est un bizuth.
10516,He's a freshman.,C'est un bleu.
10517,He's a gardener.,Il est jardinier.
10518,He's a good boy.,C'est un bon garçon.
10519,He's a newcomer.,C'est un nouveau venu.
10520,He's a real man.,C'est un vrai mec.
10521,He's a slowpoke.,C'est un lambin.
10522,He's a slowpoke.,C'est un lourdaud.
10523,He's a southpaw.,C'est un gaucher.
10524,He's a southpaw.,Il est gaucher.
10525,He's going bald.,Il devient chauve.
10526,He's helping me.,Il m'aide.
10527,He's my husband.,Il est mon époux.
10528,He's my partner.,C'est mon associé.
10529,He's my partner.,C'est mon compagnon.
10530,He's my partner.,C'est mon partenaire.
10531,He's not a hero.,Ce n'est pas un héros.
10532,He's not a liar.,Ce n'est pas un menteur.
10533,He's not in yet.,Il n'est pas encore là.
10534,He's not stupid.,Il n'est pas idiot.
10535,He's on his way.,Il est en route.
10536,He's on his way.,Il est en chemin.
10537,He's photogenic.,Il est photogénique.
10538,He's right here.,Il est juste là.
10539,He's very timid.,Il est très timide.
10540,He's wide awake.,Il est tout à fait éveillé.
10541,"Help me, please.","Aide-moi, s'il te plait."
10542,"Help me, please.","Aidez-moi, je vous en supplie."
10543,"Help us, please.","Aidez-nous, je vous prie !"
10544,"Help us, please.","Aide-nous, je te prie !"
10545,"Help us, please.","Aide-nous, je t'en prie !"
10546,"Help us, please.","Aidez-nous, je vous en prie !"
10547,Her father died.,Son père mourut.
10548,Her father died.,Son père décéda.
10549,Here I am again.,Me revoilà.
10550,Here I am again.,Me voici à nouveau.
10551,Here is the map.,Voici la carte !
10552,Here's the bill.,Voici la note.
10553,Here's the bill.,Voici la facture.
10554,Here's the plan.,Voilà le plan.
10555,"Here, take this.","Voilà, prends ceci !"
10556,"Here, take this.","Voilà, prenez ceci !"
10557,"Here, take this.","Tenez, prenez ceci !"
10558,Hi! How are you?,Salut ! Comment ça va ?
10559,His ID was fake.,Sa carte d'identité était falsifiée.
10560,His name is mud.,Il a mauvaise réputation.
10561,His son is sick.,Son fils est malade.
10562,His word is law.,Sa parole est la loi.
10563,His word is law.,Sa parole est loi.
10564,"Hold on, please.","Restez en ligne, s'il vous plaît."
10565,Horses run fast.,Un cheval court vite.
10566,How about 12:45?,Que dirais-tu de midi quarante-cinq ?
10567,How about 12:45?,Que diriez-vous d'une heure moins le quart ?
10568,How are you all?,Comment allez-vous tous ?
10569,How are you now?,Comment vas-tu maintenant ?
10570,How are you now?,Comment allez-vous maintenant ?
10571,How big you are!,Qu'est-ce que tu es grand !
10572,How big you are!,Comme tu es grand !
10573,How big you are!,Que tu es grand !
10574,How big you are!,Que vous êtes grand !
10575,How big you are!,Que vous êtes grande !
10576,How big you are!,Que vous êtes grandes !
10577,How big you are!,Que vous êtes grands !
10578,How big you are!,Que tu es grande !
10579,How big you are!,Comme tu es grande !
10580,How big you are!,Comme vous êtes grandes !
10581,How big you are!,Comme vous êtes grande !
10582,How big you are!,Comme vous êtes grands !
10583,How big you are!,Comme vous êtes grand !
10584,How can that be?,Comment cela se peut-il ?
10585,How can this be?,Comment cela se peut-il ?
10586,How can we tell?,Comment pouvons-nous le dire ?
10587,How could it be?,Comment cela se pourrait-il ?
10588,How could it be?,Comment ce pourrait-il être ?
10589,How did it feel?,Qu'as-tu ressenti ?
10590,How did it feel?,Qu'avez-vous ressenti ?
10591,How do you know?,Comment savez-vous ?
10592,How do you know?,Comment le sais-tu ?
10593,How interesting!,Comme c'est intéressant !
10594,How interesting!,Comme c'est intéressant !
10595,How is everyone?,Comment va tout le monde ?
10596,How is it going?,Ça va ?
10597,How is it going?,Comment cela se passe-t-il ?
10598,How is your dad?,Comment va ton papa ?
10599,How is your dad?,Comment va votre papa ?
10600,How is your dad?,Comment va ton père ?
10601,How nice of you!,Comme c'est chic de ta part !
10602,How old are you?,Quel âge as-tu ?
10603,How old are you?,Quel âge avez-vous ?
10604,How old are you?,Tu as quel âge ?
10605,How rude of you!,C'est grossier de votre part !
10606,How unfortunate!,Quel malheur !
10607,How'd you do it?,Comment avez-vous fait ?
10608,How's Tom doing?,Comment Tom va-t-il ?
10609,How's Tom doing?,Comment va Tom ?
10610,How's everybody?,Comment va tout le monde ?
10611,How's everybody?,Comment allez-vous tous ?
10612,How's everybody?,Comment allez-vous toutes ?
10613,How's the water?,Comment est l'eau ?
10614,How's your cold?,Comment va votre rhume ?
10615,How's your cold?,Comment va ton rhume ?
10616,How's your wife?,Comment va ta femme ?
10617,How's your wife?,Comment se porte votre épouse ?
10618,How's your wife?,Comment se porte ta femme ?
10619,How's your wife?,Comment va ta femme ?
10620,"Hurry up, girls.","Maniez-vous, les filles !"
10621,"Hurry up, girls.","Magnez-vous, les filles !"
10622,"Hurry up, girls.","Dépêchez-vous, les filles !"
10623,"Hurry up, girls.","Grouillez-vous, les filles !"
10624,"Hurry up, girls.","Pressons, les filles !"
10625,"Hurry up, girls.","On se dépêche, les filles !"
10626,"Hurry up, girls.","On se grouille, les filles !"
10627,"Hurry up, girls.","On se magne, les filles !"
10628,"Hurry up, girls.","On se secoue, les filles !"
10629,"Hurry up, girls.","Secouez-vous, les filles !"
10630,"Hurry up, girls.","Bougez vos fesses, les filles !"
10631,"Hurry up, girls.","Bougez-vous les fesses, les filles !"
10632,Hypnotism works.,"L'hypnose, ça marche."
10633,I abhor spiders.,J'ai horreur des araignées.
10634,I ache all over.,Mon corps me fait mal.
10635,I ache all over.,J'ai mal partout.
10636,I admit nothing.,Je n'admets rien.
10637,I almost did it.,Je l'ai presque fait.
10638,I almost forgot.,J'ai presque oublié.
10639,I am a Japanese.,Je suis Japonais.
10640,I am a bachelor.,Je suis célibataire.
10641,I am a good boy.,Je suis un bon garçon.
10642,I am busy today.,Je suis occupé aujourd’hui.
10643,I am busy today.,Je suis occupée aujourd’hui.
10644,I am from Egypt.,Je viens d'Égypte.
10645,I am from Spain.,Je viens d'Espagne.
10646,I am in trouble.,Je suis dans le pétrin.
10647,I am in trouble.,Je suis mal barré.
10648,I am in trouble.,Je suis mal barrée.
10649,I am not eating.,Je ne suis pas en train de manger.
10650,I am undressing.,Je me déshabille.
10651,I am undressing.,Je me dévêts.
10652,I am very tired.,Je suis très fatigué.
10653,I amused myself.,Je me suis amusé.
10654,I amused myself.,Je me suis amusée.
10655,I appreciate it.,Je l'apprécie.
10656,I appreciate it.,J'apprécie.
10657,I ate some cake.,Je mangeais du gâteau.
10658,I ate the salad.,J'ai mangé la salade.
10659,I baked cookies.,J'ai confectionné des biscuits.
10660,I beg to differ.,Je ne suis pas d'accord.
10661,I beg to differ.,"Je suis désolé, mais je ne peux pas être d'accord."
10662,I began working.,J'ai commencé à travailler.
10663,I believed that.,J'y ai cru.
10664,I bit my tongue.,Je me suis mordu la langue.
10665,I booked a seat.,J’ai réservé une place.
10666,I bought a book.,J'ai acheté un livre.
10667,I broke a glass.,J'ai cassé un verre.
10668,I broke my back.,Je me suis cassé le dos.
10669,I broke the law.,J'ai enfreint la loi.
10670,I called Tom up.,J'ai passé un coup de fil à Tom.
10671,I called her up.,Je l'ai appelée.
10672,I called him up.,Je lui ai téléphoné.
10673,I came by train.,Je suis venu en train.
10674,I can do it now.,Je peux le faire maintenant.
10675,I can drive you.,Je peux te conduire.
10676,I can get us in.,Je peux nous faire rentrer.
10677,I can handle it.,Je peux y arriver.
10678,I can handle it.,Je peux m'en sortir.
10679,I can swim fast.,Je sais nager rapidement.
10680,I can swim well.,Je sais bien nager.
10681,I can't be sure.,Je ne saurais en être certain.
10682,I can't bear it.,Je ne peux pas le supporter.
10683,I can't bear it.,Je n'arrive pas à le supporter.
10684,I can't breathe.,Je n'arrive pas à respirer.
10685,I can't breathe.,Je ne parviens pas à respirer.
10686,I can't compete.,Je ne peux pas me mesurer.
10687,I can't do that.,Je n'arrive pas à faire ça.
10688,I can't do that.,Je n'y arrive pas.
10689,I can't do that.,Je n'arrive pas à le faire.
10690,I can't fake it.,Je ne peux pas le simuler.
10691,I can't feel it.,Je ne le ressens pas.
10692,I can't feel it.,Je ne parviens pas à le percevoir.
10693,I can't feel it.,Je ne le perçois pas.
10694,I can't find it.,Je n'arrive pas à le trouver.
10695,I can't find it.,Je n'arrive pas à la trouver.
10696,I can't give up.,Je ne peux pas m'arrêter.
10697,I can't give up.,Je n'arrive pas à arrêter.
10698,I can't give up.,Je ne peux pas me rendre.
10699,I can't give up.,Je ne peux pas admettre ma défaite.
10700,I can't give up.,Je ne parviens pas à admettre ma défaite.
10701,I can't hear it.,Je n'arrive pas à l'entendre.
10702,I can't hear it.,Je n'entends pas ça.
10703,I can't help it.,Je ne peux pas m'en empêcher.
10704,I can't keep it.,Je ne peux le garder.
10705,I can't let you.,Je ne peux pas te le permettre.
10706,I can't let you.,Je ne peux pas vous le permettre.
10707,I can't make it.,Je n'y parviens pas.
10708,I caught a carp.,J'ai attrapé une carpe.
10709,I caught a cold.,J'ai attrapé un rhume.
10710,I caught a cold.,J'ai contracté un rhume.
10711,I caught a cold.,Je contractai un rhume.
10712,I caught a fish!,J'ai attrapé un poisson !
10713,I checked twice.,J'ai vérifié deux fois.
10714,I chickened out.,J'ai eu les foies.
10715,I chickened out.,J'ai pris peur.
10716,I chose to wait.,J'ai choisi d'attendre.
10717,I come in peace.,Je viens en paix.
10718,I cooked dinner.,J'ai préparé à dîner.
10719,I could be next.,Je pourrais être le prochain.
10720,I couldn't walk.,Je ne pouvais pas marcher.
10721,I couldn't walk.,Je ne pourrais pas marcher.
10722,I cry every day.,Je pleure chaque jour.
10723,I dealt with it.,J'en ai fait mon affaire.
10724,I deserved that.,Je méritais ça.
10725,I did it anyway.,Je l'ai fait quand même.
10726,I did it myself.,Je l'ai fait moi-même.
10727,I did it myself.,Je l'ai fait par moi-même.
10728,I did that once.,Je l'ai fait une fois.
10729,I didn't forget.,Je n'ai pas oublié.
10730,I didn't listen.,Je n'ai pas écouté.
10731,I didn't notice.,Je n'ai pas remarqué.
10732,I didn't say it.,Je ne l'ai pas dit.
10733,I didn't scream.,Je n'ai pas hurlé.
10734,I didn't see it.,Je ne l'ai pas vu.
10735,I didn't shower.,Je n'ai pas pris de douche.
10736,I disobeyed you.,Je vous ai désobéi.
10737,I disobeyed you.,Je t'ai désobéi.
10738,I do that a lot.,Je le fais beaucoup.
10739,I do understand.,Je comprends réellement.
10740,I don't do much.,Je ne fais pas grand chose.
10741,I don't like it.,Ça ne me plaît pas.
