,EN,FR
21382,Tom was delirious.,Tom délirait.
21383,Tom was motivated.,Tom était motivé.
21384,Tom was sarcastic.,Tom était sarcastique.
21385,Tom was strangled.,Tom fut étranglé.
21386,Tom was strangled.,Tom a été étranglé.
21387,Tom was talkative.,Tom était bavard.
21388,Tom wasn't amused.,Tom n'a pas trouvé cela drôle.
21389,Tom went that way.,Tom est allé de ce côté.
21390,Tom will be there.,Tom sera là.
21391,Tom will continue.,Tom continuera.
21392,Tom will find you.,Tom te trouvera.
21393,Tom will find you.,Tom vous trouvera.
21394,Tom won't be long.,Tom ne va pas tarder.
21395,Tom won't give in.,Thomas ne cédera pas.
21396,Tom works at home.,Tom travaille à la maison.
21397,Tom would say yes.,Tom approuverait.
21398,Tom writes slowly.,Tom écrit lentement.
21399,Tom'll understand.,Tom comprendra.
21400,Tom's cat is sick.,Le chat de Tom est malade.
21401,Tom's dad is cool.,Le père de Tom est cool.
21402,Tom's mom is cool.,La mère de Tom est cool.
21403,Tom's suffocating.,Tom est en train de suffoquer.
21404,"Tom, are you okay?","Tom, est-ce que ça va ?"
21405,Try it once again.,Essaie-le encore une fois.
21406,Try it once again.,Essaie-la encore une fois.
21407,Try it once again.,Essaie de nouveau.
21408,Try to stay awake.,Essaie de rester éveillé.
21409,Turn on your back.,Mets-toi sur le dos.
21410,Turn the hose off.,Coupe l'alimentation du tuyau !
21411,Turn the hose off.,Coupez l'alimentation du tuyau !
21412,Turn to the right.,Tournez à droite s'il vous plait.
21413,Turtles hibernate.,Les tortues hibernent.
21414,"Two beers, please.","Deux bières, s'il vous plait."
21415,"Two beers, please.","Deux bières, je vous prie !"
21416,Use acrylic paint.,Employez de la peinture acrylique.
21417,Use it or lose it.,Fais-en usage ou sépare-t'en.
21418,Use it or lose it.,Utilise-le ou perds-le.
21419,Visit us tomorrow.,Rends-nous visite demain !
21420,Visit us tomorrow.,Rendez-nous visite demain !
21421,Wait a bit longer.,Attends encore un peu !
21422,Was he home alone?,Était-il tout seul à la maison ?
21423,Was that too hard?,Était-ce trop difficile ?
21424,Was that too much?,Était-ce trop ?
21425,Watch how I do it.,Regarde comment je le fais !
21426,Watch how I do it.,Regardez comment je le fais !
21427,Watch your tongue.,Surveille ton langage.
21428,Water is a liquid.,L'eau est un liquide.
21429,We abhor violence.,Nous abhorrons la violence.
21430,We abhor violence.,Nous détestons la violence.
21431,We agree with you.,Nous sommes d’accord avec vous.
21432,We all felt happy.,Nous étions tous heureux.
21433,We all felt tired.,Nous nous sentions tous fatigués.
21434,We all got scared.,Nous avons tous été effrayés.
21435,We all got scared.,Nous avons toutes été effrayées.
21436,We all have flaws.,Nous avons tous des défauts.
21437,We all have flaws.,Nous avons toutes des défauts.
21438,We all understand.,Nous comprenons tous.
21439,We all understand.,Nous comprenons toutes.
21440,We are classmates.,Nous sommes camarades de classe.
21441,We are not amused.,Ça ne nous fait pas rire.
21442,We aren't enemies.,Nous ne sommes pas des ennemis.
21443,We aren't married.,Nous ne sommes pas mariés.
21444,We aren't married.,Nous ne sommes pas mariées.
21445,We aren't related.,Nous ne sommes pas apparentés.
21446,We aren't related.,Nous ne sommes pas apparentées.
21447,We believe in you.,On croit en toi.
21448,We believe in you.,Nous croyons en vous.
21449,We bought a house.,Nous avons acheté une maison.
21450,We can both do it.,On peut le faire tous les deux.
21451,We can build that.,Nous pouvons construire cela.
21452,We can solve this.,Nous pouvons résoudre ceci.
21453,We can work on it.,Nous pouvons y travailler.
21454,We can't find Tom.,Nous n'arrivons pas à trouver Tom.
21455,We can't go there.,Nous ne pouvons pas y aller.
21456,We can't go there.,Nous ne pouvons pas aller là-bas.
21457,We can't go there.,On ne peut pas y aller.
21458,We can't go there.,On ne peut pas aller là-bas.
21459,We can't help Tom.,Nous ne pouvons pas aider Tom.
21460,We can't help you.,Nous ne pouvons pas t'aider.
21461,We can't help you.,Nous ne pouvons pas vous aider.
21462,We can't kill Tom.,Nous ne pouvons pas tuer Tom.
21463,We chose this one.,Nous avons choisi celui-ci.
21464,We close at 7 p.m.,Nous fermons à 19 heures.
21465,We close at 7 p.m.,Nous fermons à 7 heures du soir.
21466,We could continue.,Nous pourrions continuer.
21467,We couldn't do it.,Nous ne pouvions pas le faire.
21468,We cried together.,Nous pleurâmes ensemble.
21469,We cried together.,Nous avons pleuré ensemble.
21470,We dance together.,Nous dansons ensemble.
21471,We didn't find it.,Nous ne l'avons pas trouvé.
21472,We didn't give up.,Nous n'avons pas abandonné.
21473,We didn't see you.,Nous ne vous avons pas vu.
21474,We don't have tea.,Nous n'avons pas de thé.
21475,We don't know her.,Nous ne la connaissons pas.
21476,We don't need him.,Nous n'avons pas besoin de lui.
21477,We don't need you.,Nous n'avons pas besoin de toi.
21478,We don't need you.,Nous n'avons pas besoin de vous.
21479,We finally did it.,Nous l'avons finalement fait.
21480,We finished today.,Nous avons terminé aujourd'hui.
21481,We gave them food.,Nous leur donnâmes de la nourriture.
21482,We gave them food.,Nous leur avons donné de la nourriture.
21483,We gave up trying.,Nous avons cessé d'essayer.
21484,We got up at dawn.,Nous nous levâmes à l'aube.
21485,We got up at dawn.,Nous nous sommes levés à l'aube.
21486,We had no secrets.,Nous n'avions pas de secrets.
21487,We had no trouble.,Nous n'avions pas de souci.
21488,We had no trouble.,Nous n'eûmes pas de souci.
21489,We had no trouble.,Nous n'avons pas eu de souci.
21490,We have a big dog.,Nous avons un gros chien.
21491,We have a meeting.,Nous avons une réunion.
21492,We have a problem.,Nous avons un problème.
21493,We have a vaccine.,Nous disposons d'un vaccin.
21494,We have a warrant.,Nous disposons d'un mandat.
21495,We have a witness.,Nous avons un témoin.
21496,We have good news.,Nous avons une bonne nouvelle.
21497,We have no chance.,Nous n'avons aucune chance.
21498,We have no choice.,Nous n'avons pas le choix.
21499,We have some time.,Nous avons un peu de temps.
21500,We have suppliers.,Nous disposons de fournisseurs.
21501,We have to escape.,Nous devons nous échapper.
21502,We have witnesses.,Nous avons des témoins.
21503,We heard gunshots.,Nous avons entendu des détonations.
21504,We know the baker.,Nous connaissons le boulanger.
21505,We know this song.,Cette chanson nous est familière.
21506,We know this song.,Nous connaissons cette chanson.
21507,We learned French.,Nous avons appris le français.
21508,We live in Boston.,Nous vivons à Boston.
21509,We long for peace.,Nous aspirons à la paix.
21510,We look after him.,On s'occupe de lui.
21511,We look after him.,Nous nous occupons de lui.
21512,We looked for her.,Nous l'avons cherchée.
21513,We love our parks.,Nous aimons nos parcs.
21514,We made a bargain.,Nous avons fait une affaire.
21515,We met a week ago.,Il y a une semaine qu'on s'est rencontré.
21516,We met that night.,Nous nous sommes rencontrés cette nuit-là.
21517,We miss you a lot.,Tu nous manques beaucoup.
21518,We miss you a lot.,Vous nous manquez beaucoup.
21519,We must intervene.,Il nous faut intervenir.
21520,We must keep calm.,Nous devons garder notre calme.
21521,We nearly starved.,Nous mourûmes presque de faim.
21522,We nearly starved.,Nous sommes presque morts de faim.
21523,We nearly starved.,Nous sommes presque mortes de faim.
21524,We need a victory.,Il nous faut une victoire.
21525,We need an answer.,On a besoin d'une réponse.
21526,We need an answer.,Il nous faut une réponse.
21527,We need an answer.,Nous avons besoin d'une réponse.
21528,We need fresh air.,Nous avons besoin d'air frais.
21529,We need help here.,On a besoin d'aide ici.
21530,We need more data.,Nous avons besoin de plus de données.
21531,We need more data.,Il nous faut plus de données.
21532,We need more time.,Nous avons besoin de plus de temps.
21533,We need the money.,Il nous faut l'argent.
21534,We need to escape.,Nous devons nous échapper.
21535,We need your help.,Nous avons besoin de votre aide.
21536,We need your help.,Nous avons besoin de ton aide.
21537,We often go there.,Nous y allons souvent.
21538,We play on Sunday.,Nous jouons le dimanche.
21539,We ran out of gas.,Nous fûmes à court d'essence.
21540,We rarely eat out.,Nous mangeons rarement dehors.
21541,We rarely eat out.,On mange rarement au restaurant.
21542,We rented a canoe.,Nous louâmes un canoë.
21543,We saw everything.,Nous avons tout vu.
21544,We saw them leave.,Nous les avons vus partir.
21545,We saw them leave.,Nous les avons vues partir.
21546,We should ask Tom.,Nous devrions demander à Tom.
21547,We should do this.,Nous devrions faire ceci.
21548,We should do this.,On devrait faire ça.
21549,We should go home.,Nous devrions rentrer.
21550,We should go home.,Nous devrions rentrer chez nous.
21551,We studied French.,Nous avons étudié le français.
21552,We suffered a lot.,Nous avons beaucoup souffert.
21553,We train together.,Nous nous entraînons ensemble.
21554,We tried our best.,Nous fîmes de notre mieux.
21555,We tried our best.,Nous avons fait de notre mieux.
21556,We tried them all.,Nous les avons tous essayés.
21557,We tried them all.,Nous les avons toutes essayées.
21558,We understand why.,Nous comprenons pourquoi.
21559,We waited outside.,Nous avons attendu dehors.
21560,We waited outside.,Nous attendîmes dehors.
21561,We want a rematch.,Nous voulons une revanche.
21562,We want more food.,Nous voulons plus de nourriture.
21563,We want our money.,Nous voulons notre argent.
21564,We want the facts.,Nous voulons les faits.
21565,We went due north.,Nous sommes partis plein nord.
21566,We went due north.,Nous partîmes plein nord.
21567,We went to Boston.,Nous sommes allés à Boston.
21568,We went to church.,Nous sommes allés à l'église.
21569,We went to church.,Nous sommes allées à l'église.
21570,We were all alone.,Nous étions toutes seules.
21571,We were all alone.,Nous étions tout seuls.
21572,We were all happy.,Nous étions tous heureux.
21573,We were all happy.,Nous étions toutes heureuses.
21574,We were all tired.,Nous étions tous fatigués.
21575,We were all wrong.,Nous avions tout faux.
21576,We were concerned.,Nous étions préoccupés.
21577,We were concerned.,Nous étions préoccupées.
21578,We were concerned.,Nous avons été préoccupés.
21579,We were concerned.,Nous avons été préoccupées.
21580,We were impressed.,Nous avons été impressionnés.
21581,We were impressed.,Nous avons été impressionnées.
21582,We were in Boston.,Nous étions à Boston.
21583,We were in Boston.,On était à Boston.
21584,We were newlyweds.,Nous étions jeunes mariés.
21585,We were prisoners.,Nous étions prisonniers.
21586,We were skeptical.,Nous étions sceptiques.
21587,We were terrified.,Nous étions terrifiés.
21588,We were terrified.,Nous étions terrifiées.
21589,We won the battle.,Nous avons gagné la bataille.
21590,We won't use that.,Nous n'emploierons pas cela.
21591,We'll do the rest.,Nous ferons le reste.
21592,We'll do the same.,Nous ferons la même chose.
21593,We'll handle this.,Nous allons gérer ceci.
21594,We'll manage this.,Nous gérerons ceci.
21595,We'll protect you.,Nous te protégerons.
21596,We'll protect you.,Nous vous protégerons.
21597,We're a good team.,Nous sommes une bonne équipe.
21598,We're about ready.,Nous sommes pour ainsi dire prêts.
21599,We're about ready.,Nous sommes pour ainsi dire prêtes.
21600,We're all at risk.,Nous sommes tous en danger.
21601,We're all at risk.,Nous sommes toutes en danger.
21602,We're all cowards.,Nous sommes tous des lâches.
21603,We're all cowards.,Nous sommes toutes des lâches.
21604,We're all friends.,Nous sommes tous amis.
21605,We're all retired.,Nous sommes tous retraités.
21606,We're all retired.,Nous sommes toutes retraitées.
21607,We're all retired.,Nous sommes tous à la pension.
21608,We're all retired.,Nous sommes toutes à la pension.
21609,We're already old.,Nous sommes déjà vieux.
21610,We're always here.,Nous sommes toujours là.
21611,We're at the bank.,Nous sommes à la banque.
21612,We're both insane.,Nous sommes tous deux fous.
21613,We're both insane.,Nous sommes toutes deux folles.
21614,We're both single.,Nous sommes tous deux célibataires.
21615,We're celebrating.,Nous fêtons ça.
21616,We're changing it.,Nous sommes en train de le changer.
21617,We're cooperating.,Nous coopérons.
21618,We're defenseless.,Nous sommes sans défenses.
21619,We're doing great.,Nous nous en sortons très bien.
21620,We're experienced.,Nous avons de l'expérience.
21621,We're experienced.,Nous disposons d'expérience.
21622,We're friends now.,Nous sommes désormais amis.
21623,We're friends now.,Nous sommes désormais amies.
21624,We're getting old.,Nous devenons vieux.
21625,We're going north.,Nous nous dirigeons vers le nord.
21626,We're going north.,Nous nous dirigeons au nord.
21627,We're going south.,Nous nous dirigeons vers le sud.
21628,We're going south.,Nous nous dirigeons au sud.
21629,We're going to go.,On va y aller.
21630,We're handling it.,Nous sommes en train de nous en occuper.
21631,We're handling it.,Nous sommes en train de nous en charger.
21632,We're in no hurry.,Nous ne sommes pas pressés.
21633,We're in no hurry.,Nous ne sommes pas pressées.
21634,We're interfering.,Nous dérangeons.
21635,We're journalists.,Nous sommes journalistes.
21636,We're just scared.,Nous avons juste peur.
21637,We're leaving now.,Nous partons maintenant.
21638,We're like family.,Nous formons en quelque sorte une famille.
21639,We're married now.,Nous sommes désormais mariés.
21640,We're married now.,Nous sommes désormais mariées.
21641,We're new in town.,Nous sommes nouveaux en ville.
21642,We're new in town.,Nous sommes nouvelles en ville.
21643,We're not arguing.,Nous ne sommes pas en train de nous disputer.
21644,We're not cowards.,Nous ne sommes pas des lâches.
21645,We're not dressed.,Nous ne sommes pas habillés.
21646,We're not dressed.,Nous ne sommes pas habillées.
21647,We're not friends.,Nous ne sommes pas amis.
21648,We're not invited.,Nous ne sommes pas invités.
21649,We're not invited.,Nous ne sommes pas invitées.
21650,We're not kidding.,Nous ne plaisantons pas.
21651,We're not killers.,Nous ne sommes pas des tueurs.
21652,We're not killers.,Nous ne sommes pas des tueuses.
21653,We're not leaving.,Nous ne partons pas.
21654,We're not looking.,Nous sommes pas en train de regarder.
21655,We're not married.,Nous ne sommes pas mariés.
21656,We're not married.,Nous ne sommes pas mariées.
21657,We're not perfect.,Nous ne sommes pas parfaits.
21658,We're not perfect.,Nous ne sommes pas parfaites.
21659,We're not related.,Nous ne sommes pas apparentés.
21660,We're not related.,Nous ne sommes pas apparentées.
21661,We're not serious.,Nous ne sommes pas sérieux.
21662,We're not serious.,Nous ne sommes pas sérieuses.
21663,We're not smiling.,Nous ne sommes pas en train de sourire.
21664,We're not so sure.,Nous n'en sommes pas si sûrs.
21665,We're not so sure.,Nous n'en sommes pas si sûres.
21666,We're not staying.,Nous ne restons pas.
21667,We're not welcome.,Nous ne sommes pas les bienvenus.
21668,We're not welcome.,Nous ne sommes pas les bienvenues.
21669,We're old friends.,Nous sommes de vieux amis.
21670,We're old friends.,Nous sommes vieux amis.
21671,We're on schedule.,On est dans les clous.
21672,We're on schedule.,Nous sommes dans les temps.
21673,We're out of ammo.,Nous sommes à court de munitions.
21674,We're out of beer.,Nous sommes à court de bière.
21675,We're out of milk.,Nous sommes à court de lait.
21676,We're out of time.,On n'a plus le temps.
21677,We're out of wine.,Nous n'avons plus de vin.
21678,We're persevering.,Nous persévérons.
21679,We're pulling out.,Nous nous retirons.
21680,We're quite alone.,Nous sommes tout à fait seuls.
21681,We're quite alone.,Nous sommes assez seuls.
21682,We're quite alone.,Nous sommes tout à fait seules.
21683,We're quite alone.,Nous sommes assez seules.
21684,We're quite drunk.,On est pas mal bourrés.
21685,We're quite tired.,Nous sommes assez fatigués.
21686,We're ready to go.,Nous sommes prêtes à partir.
21687,We're ready to go.,Nous sommes prêts à y aller.
21688,We're ready to go.,Nous sommes prêtes à y aller.
21689,We're really good.,Nous sommes vraiment bons.
21690,We're really good.,Nous sommes vraiment bonnes.
21691,We're really late.,Nous sommes très en retard.
21692,We're resourceful.,Nous sommes pleins de ressources.
21693,We're still alive.,Nous sommes toujours en vie.
21694,We're taking over.,Nous prenons le contrôle.
21695,We're taking over.,Nous prenons l'ascendant.
21696,We're taking over.,Nous rejouons.
21697,We're the problem.,Nous sommes le problème.
21698,We're trustworthy.,Nous sommes dignes de confiance.
21699,We've all done it.,Nous l'avons tous fait.
21700,We've all seen it.,Nous l'avons tous vu.
21701,We've all seen it.,Nous l'avons tous vue.
21702,We've all seen it.,Nous l'avons toutes vu.
21703,We've all seen it.,Nous l'avons toutes vue.
21704,We've already met.,Nous nous sommes déjà rencontrés.
21705,We've already met.,Nous nous sommes déjà rencontrées.
21706,We've been warned.,On nous a avertis.
21707,We've been warned.,On nous a averties.
21708,We've been warned.,Nous avons été avertis.
21709,We've been warned.,Nous avons été averties.
21710,We've been warned.,Nous avons été prévenus.
21711,We've been warned.,Nous avons été prévenues.
21712,We've been warned.,On nous a prévenus.
21713,We've been warned.,On nous a prévenues.
21714,We've done it all.,Nous l'avons entièrement fait.
21715,We've got company.,Nous avons de la compagnie.
21716,We've got to talk.,Nous devons parler.
21717,We've got to talk.,On doit parler.
21718,We've made a deal.,Nous avons conclu un marché.
21719,We've made a deal.,Nous avons passé un accord.
21720,Wear warm clothes.,Portez des vêtements chauds.
21721,Welcome to Boston.,Bienvenue à Boston.
21722,Were you drinking?,Étais-tu en train de boire ?
21723,Were you drinking?,Étiez-vous en train de boire ?
21724,Were you followed?,Tu as été suivi ?
21725,Were you obedient?,As-tu été obéissant ?
21726,Were you obedient?,As-tu été obéissante ?
21727,Were you obedient?,Avez-vous été obéissante ?
21728,What a clever dog!,Que ce chien est malin !
21729,What a fool I was!,Quel idiot j'ai été !
21730,What a great idea!,Quelle idée brillante !
21731,What a great idea!,Quelle idée splendide !
21732,What a great idea!,Quelle excellente idée !
21733,What a great view!,Quelle superbe vue!
21734,What a lovely day!,Quelle journée délicieuse.
21735,What a lovely day!,Quelle belle journée !
21736,What a nice house!,Quelle belle maison !
21737,What a revelation!,Quelle révélation !
21738,What a smart idea!,Quelle idée judicieuse !
21739,What a weird idea!,Quelle idée bizarre !
21740,What are we doing?,Que sommes-nous en train de faire ?
21741,What did Tom want?,Que voulait Tom ?
21742,What did you find?,Qu'as-tu trouvé ?
21743,What did you find?,Qu'avez-vous trouvé ?
21744,What did you hear?,Qu'as-tu entendu ?
21745,What did you hear?,Qu'avez-vous entendu ?
21746,What did you hide?,Qu'as-tu caché ?
21747,What did you make?,Qu'as-tu fait ?
21748,What did you make?,Qu'est-ce que tu as fait ?
21749,What did you make?,Qu'avez-vous fait ?
21750,What did you make?,Qu'as-tu confectionné ?
21751,What did you make?,Qu'avez-vous confectionné ?
21752,What do they need?,De quoi ont-ils besoin ?
21753,What do we do now?,Que faisons-nous maintenant ?
21754,What do we do now?,Que faisons-nous désormais ?
21755,What do you think?,Qu'en penses-tu ?
21756,What do you think?,Qu'en penser ?
21757,What does he want?,Que veut-il ?
21758,What does it cost?,Combien est-ce que ça coûte ?
21759,What does it mean?,Qu'est-ce que ça veut dire ?
21760,What does she say?,Que dit-elle ?
21761,What gave it away?,Qu'est-ce qui l'a révélé ?
21762,What gave it away?,Comment ça s'est su ?
21763,What gave me away?,Qu'est-ce qui m'a trahi ?
21764,What happens next?,Et après ?
21765,What happens next?,Qu'arrive-t-il ensuite ?
21766,What happens next?,Que se passe-t-il ensuite ?
21767,What have we done?,Qu'avons-nous fait ?
21768,What is happening?,Qu'est-ce qui se passe ?
21769,What is happiness?,Qu'est-ce que le bonheur ?
21770,What is happiness?,Qu'est le bonheur ?
21771,What is it called?,Comment ça s'appelle ?
21772,What is it you do?,Que fais-tu ?
21773,What is it you do?,Que faites-vous ?
21774,What is it you do?,"C'est quoi, ce que tu fais ?"
21775,What is it you do?,"C'est quoi, ce que vous faites ?"
21776,What is the delay?,Quel en est le délai ?
21777,What is the price?,C'est à quel prix ?
21778,What is your idea?,Quelle est ton idée ?
21779,What is your idea?,Quelle est votre idée ?
21780,What is your name?,Comment est-ce que tu t'appelles ?
21781,What is your name?,Comment tu t'appelles ?
21782,What is your name?,Comment vous appelez-vous ?
21783,What is your name?,Comment t'appelles-tu ?
21784,What is your name?,Quel est votre nom ?
21785,What is your name?,Quel est ton nom ?
21786,What is your plan?,Quel est ton plan ?
21787,What is your plan?,Quel est votre plan ?
21788,What should I buy?,Qu'est-ce que je devrais acheter ?
21789,What should I eat?,Que devrais-je manger ?
21790,What song is this?,C'est quel son ?
21791,What song is this?,Quelle est cette chanson ?
21792,What was I saying?,Que disais-je ?
21793,What was he up to?,Quelle était son intention ?
21794,What was her name?,Quel était son nom ?
21795,What was she like?,Comment était-elle ?
21796,What would you do?,Que ferais-tu ?
21797,What would you do?,Que feriez-vous ?
21798,What're the facts?,Quels sont les faits ?
21799,What're you doing?,Que fais-tu ?
21800,What're you doing?,Que faites-vous ?
21801,What're you doing?,Qu'es-tu en train de faire ?
21802,What're you doing?,Qu'es-tu en train de faire ?
21803,What're you doing?,Qu'êtes-vous en train de faire ?
21804,What're you doing?,Qu’est-ce que vous faites ?
21805,What's Tom asking?,Que demande Tom ?
21806,What's in the bag?,Qu'y a-t-il dans le sac ?
21807,What's in the bag?,Qu'est-ce qu'il y a dans le sac ?
21808,What's that sound?,"C’est quoi, ce bruit ?"
21809,What's that stain?,Quelle est cette tache ?
21810,What's that stain?,Qu'est cette tache ?
21811,What's that stain?,Qu'est-ce que c'est que cette tache ?
21812,What's that stuff?,Qu'est-ce que c'est que ce truc ?
21813,What's the answer?,Quelle est la réponse ?
21814,What's the matter?,Quel est le problème ?
21815,What's the matter?,De quoi s'agit-il ?
21816,What's the number?,Quel est le numéro ?
21817,What's the reason?,Quelle est la raison ?
21818,What's the secret?,Quel est le secret ?
21819,What's the skinny?,Vide ton sac !
21820,What's the target?,Quelle est la cible ?
21821,What's this smell?,Quelle est cette odeur ?
21822,What's this sound?,Qu'est ce bruit ?
21823,What's this thing?,Qu'est-ce que c'est que cette chose ?
21824,What's your hobby?,Quel est votre passe-temps ?
21825,What's your hobby?,Quel est ton passe-temps ?
21826,What's your major?,Quelle est ta spécialité ?
21827,What's your major?,Quelle est votre spécialité ?
21828,When are you busy?,Quand es-tu occupé ?
21829,When did you come?,Quand êtes-vous venus ?
21830,When did you come?,Quand es-tu venu ?
21831,When do we arrive?,Dans combien de temps arrivons-nous ?
21832,When do you study?,Quand étudiez-vous ?
21833,When does he come?,Quand vient-il ?
21834,When does it open?,Quand ouvre-t-il ?
21835,When does it open?,Quand est-ce que ça ouvre ?
21836,When is my flight?,À quelle heure est mon vol ?
21837,When is the party?,Quand la fête a-t-elle lieu ?
21838,When was it built?,Quand cela a été construit ?
21839,When was she born?,Quand est-elle née ?
21840,When will he come?,Quand viendra-t-il ?
21841,Where are you now?,Où êtes-vous maintenant ?
21842,Where can they be?,Où peuvent-ils être ?
21843,Where can they be?,Où peuvent-elles être ?
21844,Where can we meet?,Où pouvons-nous nous rencontrer ?
21845,Where can we park?,Où pouvons-nous nous garer ?
21846,Where could he be?,Où pourrait-il se trouver ?
21847,Where did they go?,Où sont-ils passés ?
21848,Where did they go?,Où sont-ils allés ?
21849,Where did they go?,Où sont-ils partis ?
21850,Where do we start?,Où commençons-nous ?
21851,Where do you live?,Où habites-tu ?
21852,Where do you live?,Où vis-tu ?
21853,Where do you live?,Où vivez-vous ?
21854,Where do you live?,Tu habites où ?
21855,Where do you live?,Vous habitez où ?
21856,Where do you live?,T'as où les vaches ?
21857,Where do you park?,Où te gares-tu ?
21858,Where do you park?,Où vous garez-vous ?
21859,Where do you swim?,Où faites-vous de la natation ?
21860,Where do you work?,Où travailles-tu ?
21861,Where do you work?,Où travaillez-vous ?
21862,Where is my watch?,Où est ma montre ?
21863,Where is the book?,Où est le livre ?
21864,Where is the book?,Où est le livret ?
21865,Where is the exit?,Où est la sortie ?
21866,Where is the pain?,Où se situe la douleur ?
21867,Where is your cap?,Où est ta casquette ?
21868,Where is your dog?,Où est ton chien ?
21869,Where is your dog?,Où est votre chien ?
21870,Where is your dog?,Où est ton chien ?
21871,Where shall we go?,Où devrions-nous aller ?
21872,Where shall we go?,Où irons-nous ?
21873,Where will we eat?,Où allons-nous manger ?
21874,Where will you be?,Où seras-tu ?
21875,Where will you be?,Où serez-vous ?
21876,Where will you go?,Où irez-vous ?
21877,Where's everybody?,Où est tout le monde ?
21878,Where's everybody?,Où sont-ils tous ?
21879,Where's my driver?,Où est mon chauffeur ?
21880,Where's my jacket?,Où est ma veste ?
21881,Where's my mother?,Où est ma mère ?
21882,Where's my sister?,Où est ma sœur ?
21883,Where's my ticket?,Où est mon billet ?
21884,Where's our stuff?,Où sont nos affaires ?
21885,Where's the beach?,Où est la plage ?
21886,Where's the bread?,Où est le pain ?
21887,Where's the catch?,Où est l'arnaque ?
21888,Where's the catch?,Où est le truc ?
21889,Where's the catch?,Où sont les prises ?
21890,Where's the catch?,Où se trouve le loquet ?
21891,Where's the catch?,Qu'est-ce qu'il y a à piger ?
21892,Where's the honey?,Où est le miel ?
21893,Where's the knife?,Où est le couteau ?
21894,Where's the money?,Où est l'argent ?
21895,Where's the phone?,Où est le téléphone ?
21896,Where's the proof?,Où est la preuve ?
21897,Where's your coat?,Où est ton manteau ?
21898,Where've you been?,Où as-tu été ?
21899,Where've you been?,Où avez-vous été ?
21900,Which is the best?,Lequel est le meilleur?
21901,Which is your pen?,Lequel est ton stylo ?
21902,Which is your pen?,Lequel est votre stylo ?
21903,Which one is mine?,Lequel est le mien ?
21904,Which tooth hurts?,Quelle est la dent qui fait mal ?
21905,Who approved this?,Qui a validé ça ?
21906,Who are these men?,Qui sont ces hommes ?
21907,Who are those men?,Qui sont ces hommes ?
21908,Who ate the bread?,Qui a mangé le pain ?
21909,Who believes that?,Qui croit cela ?
21910,Who believes that?,Qui croit ça ?
21911,Who broke the cup?,Qui a cassé la tasse?
21912,Who broke the mug?,Qui a cassé la tasse ?
21913,Who can blame you?,Qui peut te blâmer ?
21914,Who can blame you?,Qui peut vous blâmer ?
21915,Who can you trust?,À qui se fier ?
21916,Who gave you this?,Qui t'a donné ça ?
21917,Who gave you this?,Qui vous a donné ça ?
21918,Who is that woman?,Qui est cette femme ?
21919,Who is this woman?,Qui est cette femme ?
21920,Who made the doll?,Qui a fabriqué la poupée ?
21921,Who made this box?,Qui a fait cette boîte ?
21922,Who made this pie?,Qui a fait cette tarte ?
21923,Who made this pie?,Qui a fait cette tourte ?
21924,Who needs a drink?,À qui faut-il un verre ?
21925,Who needs a drink?,À qui faut-il une boisson ?
21926,Who ordered pizza?,Qui a commandé de la pizza ?
21927,Who paid for that?,Qui a payé pour ça ?
21928,Who says Tom knew?,Qui dit que Tom savait ?
21929,Who sent you here?,Qui t'a envoyé ici ?
21930,Who sent you here?,Qui t'a envoyée ici ?
21931,Who sent you here?,Qui vous a envoyé ici ?
21932,Who sent you here?,Qui vous a envoyée ici ?
21933,Who sent you here?,Qui vous a envoyés ici ?
21934,Who sent you here?,Qui vous a envoyées ici ?
21935,Who should I call?,Qui devrais-je appeler ?
21936,Who wants a drink?,Qui veut une boisson ?
21937,Who was that girl?,Qui était cette fille ?
21938,Who went with you?,Qui est allé avec toi ?
21939,Who went with you?,Qui est allé avec vous ?
21940,Who would do this?,Qui ferait ça ?
21941,Who would do this?,Qui ferait ceci ?
21942,Who's on the team?,Qui fait partie de l'équipe ?
21943,Who's that person?,Qui est cette personne ?
21944,Who's your father?,Qui est votre père ?
21945,Who's your father?,Qui est ton père ?
21946,Who's your father?,Lequel est ton père ?
21947,Who's your father?,Lequel est votre père ?
21948,Who's your friend?,Qui est ton ami ?
21949,Who's your friend?,Qui est ton amie ?
21950,Who's your friend?,Qui est votre ami ?
21951,Who's your friend?,Qui est votre amie ?
21952,Whose bed is that?,À qui est ce lit ?
21953,Whose car is that?,À qui est cette voiture ?
21954,Whose car is this?,À qui est cette voiture ?
21955,Whose clock is it?,À qui est cette horloge ?
21956,Whose cup is this?,"C’est à qui, cette tasse ?"
21957,Whose dog is this?,À qui est ce chien ?
21958,Whose fault is it?,À qui la faute ?
21959,Whose fault is it?,De qui est la faute ?
21960,Whose idea was it?,De qui était cette idée ?
21961,Whose is this bag?,À qui est le sac ?
21962,Whose kid is that?,À qui est cet enfant ?
21963,Whose son are you?,De qui êtes-vous le fils ?
21964,Whose son are you?,De qui es-tu le fils ?
21965,Whose son are you?,Tu es le fils de qui ?
21966,Whose son are you?,Vous êtes le fils de qui ?
21967,Why all the drama?,Pourquoi tout ce drame ?
21968,Why am I so tired?,Pourquoi suis-je si fatiguée ?
21969,Why are they here?,Pourquoi sont-ils ici ?
21970,Why are they here?,Pourquoi sont-elles ici ?
21971,Why are you alone?,Pourquoi es-tu seul ?
